"FlightNum";"FlightCompany";"Origin";"Destination";"TakeOffAt";"ArriveAt";"FlightTime";"CraftCompany";"Airplane"
1278;"LH";"FRA";"ATH";"09:50:00";"13:35:00";"02:45:00";"Airbus";"A320"
1278;"UA";"PHX";"LAX";"13:55:00";"14:34:00";"01:39:00";"Airbus";"A320"
1279;"CZ";"BUF";"JFK";"05:40:00";"07:17:00";"01:37:00";"Canadair";"(Bombardier)"
1279;"LH";"ATH";"FRA";"14:30:00";"16:30:00";"03:00:00";"Airbus";"A320"
1279;"UA";"IAH";"MIA";"12:00:00";"15:19:00";"02:19:00";"Boeing";"737-900"
1280;"LH";"FRA";"ATH";"06:40:00";"10:25:00";"02:45:00";"Airbus";"A320"
1281;"CA";"PEK";"CIF";"21:30:00";"22:40:00";"01:10:00";"Boeing";"737-800"
1281;"LH";"ATH";"FRA";"11:10:00";"13:10:00";"03:00:00";"Airbus";"A320"
1282;"CA";"CIF";"PEK";"23:25:00";"00:30:00";"01:05:00";"Boeing";"737-800"
1282;"CZ";"JFK";"JAX";"08:20:00";"11:10:00";"02:50:00";"Boeing";"717-200"
1282;"LH";"FRA";"ATH";"12:30:00";"16:15:00";"02:45:00";"Airbus";"A320"
1283;"CA";"PEK";"HLH";"06:45:00";"08:45:00";"02:00:00";"Boeing";"737-800"
1283;"CZ";"JAX";"JFK";"06:05:00";"08:25:00";"02:20:00";"Boeing";"717-200"
1283;"LH";"ATH";"FRA";"17:50:00";"19:50:00";"03:00:00";"Airbus";"A320"
1283;"UA";"DEN";"OMA";"20:25:00";"22:49:00";"01:24:00";"Airbus";"A319"
1284;"CA";"HLH";"PEK";"09:50:00";"11:50:00";"02:00:00";"Boeing";"737-800"
1284;"CZ";"JFK";"PIT";"07:39:00";"09:33:00";"01:54:00";"Canadair";"(Bombardier)"
1284;"LH";"FRA";"ATH";"20:50:00";"00:35:00";"02:45:00";"Airbus";"A320"
1284;"SQ";"PDX";"SFO";"20:55:00";"22:46:00";"01:51:00";"Airbus";"A320"
1284;"UA";"IAH";"LGA";"17:38:00";"21:59:00";"03:21:00";"Airbus";"A320"
1285;"LH";"ATH";"FRA";"07:05:00";"09:10:00";"03:05:00";"Airbus";"A320"
1285;"SQ";"SFO";"PDX";"06:00:00";"07:56:00";"01:56:00";"Boeing";"737-900"
1286;"CA";"CHG";"PEK";"12:35:00";"13:50:00";"01:15:00";"Boeing";"737-700"
1286;"SQ";"SEA";"SFO";"19:07:00";"21:20:00";"02:13:00";"Boeing";"737-900"
1286;"UA";"PBI";"ORD";"12:30:00";"14:55:00";"03:25:00";"Airbus";"A320"
1288;"SQ";"SEA";"SFO";"20:45:00";"22:58:00";"02:13:00";"Boeing";"737-900"
1288;"UA";"OGG";"SFO";"16:31:00";"23:26:00";"04:55:00";"Boeing";"737-800"
1289;"CZ";"RIC";"JFK";"07:10:00";"08:48:00";"01:38:00";"Canadair";"(Bombardier)"
1289;"SQ";"SFO";"SEA";"22:15:00";"00:35:00";"02:20:00";"Boeing";"737-800"
1290;"SQ";"SFO";"SJD";"11:55:00";"16:07:00";"03:12:00";"Airbus";"A320"
1290;"UA";"FLL";"ORD";"12:12:00";"14:21:00";"03:09:00";"Boeing";"737-900"
1291;"CA";"PEK";"URC";"14:45:00";"19:10:00";"04:25:00";"Boeing";"737-800"
1291;"CZ";"SLC";"SFO";"16:47:00";"18:00:00";"02:13:00";"Boeing";"717-200"
1291;"SQ";"SJD";"SFO";"17:10:00";"19:28:00";"03:18:00";"Airbus";"A320"
1291;"UA";"IAH";"OMA";"19:50:00";"22:01:00";"02:11:00";"Boeing";"737-700"
1292;"CA";"URC";"PEK";"09:15:00";"12:45:00";"03:30:00";"Boeing";"737-800"
1292;"CZ";"JFK";"YYZ";"07:59:00";"09:58:00";"01:59:00";"Canadair";"(Bombardier)"
1292;"SQ";"SFO";"SNA";"10:55:00";"12:26:00";"01:31:00";"Embraer";"175"
1292;"UA";"IAH";"TUL";"21:45:00";"23:11:00";"01:26:00";"Airbus";"A319"
1293;"CZ";"SEA";"SFO";"10:00:00";"12:24:00";"02:24:00";"Airbus";"A319"
1293;"SQ";"SNA";"SFO";"18:30:00";"19:55:00";"01:25:00";"Embraer";"175"
1293;"UA";"SNA";"EWR";"06:50:00";"15:01:00";"05:11:00";"Boeing";"737-700"
1294;"SQ";"SFO";"SNA";"06:30:00";"08:04:00";"01:34:00";"Embraer";"175"
1294;"UA";"LAX";"SFO";"07:00:00";"08:34:00";"01:34:00";"Airbus";"A320"
1295;"CA";"PEK";"URC";"19:55:00";"00:10:00";"04:15:00";"Boeing";"737MAX"
1295;"SQ";"SNA";"SFO";"20:30:00";"22:01:00";"01:31:00";"Embraer";"175"
1295;"UA";"LAX";"LIH";"09:05:00";"13:02:00";"05:57:00";"Boeing";"737-800"
1296;"CA";"URC";"PEK";"10:15:00";"13:45:00";"03:30:00";"Boeing";"737MAX"
1296;"CZ";"YYZ";"JFK";"06:00:00";"07:59:00";"01:59:00";"Canadair";"(Bombardier)"
1296;"SQ";"SFO";"SLC";"19:15:00";"21:54:00";"01:39:00";"Embraer";"175"
1296;"UA";"EWR";"CLT";"16:00:00";"18:02:00";"02:02:00";"Boeing";"737-700"
1297;"SQ";"SLC";"SFO";"11:30:00";"12:52:00";"02:22:00";"Embraer";"175"
1297;"UA";"IAH";"SJU";"09:54:00";"16:15:00";"04:21:00";"Boeing";"737-900"
1298;"LH";"FRA";"IST";"13:00:00";"17:55:00";"02:55:00";"Airbus";"A321"
1298;"SQ";"LAX";"EWR";"14:15:00";"22:34:00";"05:19:00";"Airbus";"A320"
1298;"UA";"EWR";"PBI";"12:30:00";"15:24:00";"02:54:00";"Airbus";"A320"
1299;"LH";"IST";"FRA";"18:55:00";"20:10:00";"03:15:00";"Airbus";"A321"
1299;"UA";"IAH";"YYC";"09:35:00";"13:04:00";"04:29:00";"Boeing";"737-700"
1300;"SQ";"SFO";"EWR";"07:55:00";"16:23:00";"05:28:00";"Airbus";"A320"
1301;"CA";"PEK";"CAN";"14:55:00";"18:15:00";"03:20:00";"Airbus";"A350-900"
1301;"SQ";"SFO";"PSP";"07:35:00";"09:07:00";"01:32:00";"Boeing";"737-800"
1302;"CA";"CAN";"PEK";"19:30:00";"22:35:00";"03:05:00";"Airbus";"A350-900"
1302;"SQ";"PSP";"SFO";"18:40:00";"20:10:00";"01:30:00";"Airbus";"A320"
1303;"SQ";"IAD";"SFO";"06:40:00";"09:41:00";"06:01:00";"Airbus";"A320"
1304;"LH";"FRA";"IST";"20:15:00";"01:10:00";"02:55:00";"Airbus";"A320"
1304;"SQ";"IAD";"SFO";"18:45:00";"22:04:00";"06:19:00";"Airbus";"A320"
1305;"LH";"IST";"FRA";"07:15:00";"08:30:00";"03:15:00";"Airbus";"A320"
1305;"SQ";"SFO";"IAD";"09:25:00";"17:27:00";"05:02:00";"Airbus";"A320"
1306;"LH";"FRA";"BEY";"12:50:00";"17:40:00";"03:50:00";"Airbus";"A321"
1306;"SQ";"IAD";"LAX";"07:45:00";"10:50:00";"06:05:00";"Airbus";"A320"
1307;"LH";"BEY";"FRA";"04:40:00";"08:10:00";"04:30:00";"Airbus";"A321"
1308;"SQ";"IAD";"LAX";"16:00:00";"19:08:00";"06:08:00";"Airbus";"A319"
1309;"CA";"PEK";"CAN";"18:00:00";"21:20:00";"03:20:00";"Boeing";"777-300ER"
1309;"SQ";"EWR";"SFO";"19:15:00";"23:05:00";"06:50:00";"Airbus";"A320"
1310;"CA";"CAN";"PEK";"08:10:00";"11:15:00";"03:05:00";"Boeing";"777-300ER"
1310;"LH";"FRA";"MLA";"13:55:00";"16:25:00";"02:30:00";"Airbus";"A320"
1310;"LX";"ZRH";"LED";"09:25:00";"14:30:00";"03:05:00";"Airbus";"A320"
1310;"SQ";"SFO";"EWR";"14:55:00";"23:17:00";"05:22:00";"Airbus";"A320"
1311;"LH";"MLA";"FRA";"17:25:00";"20:05:00";"02:40:00";"Airbus";"A320"
1311;"LX";"LED";"ZRH";"15:20:00";"16:35:00";"03:15:00";"Airbus";"A320"
1314;"SQ";"OGG";"SFO";"17:45:00";"00:40:00";"04:55:00";"Boeing";"737-800"
1315;"CA";"PEK";"CAN";"11:00:00";"14:15:00";"03:15:00";"Boeing";"777-300ER"
1316;"CA";"CAN";"PEK";"15:30:00";"18:35:00";"03:05:00";"Boeing";"777-300ER"
1316;"LH";"FRA";"ALG";"09:25:00";"11:55:00";"02:30:00";"Airbus";"A320"
1316;"SQ";"FLL";"LAX";"11:00:00";"14:01:00";"06:01:00";"Airbus";"A319"
1317;"CA";"TSN";"CAN";"07:25:00";"10:50:00";"03:25:00";"Boeing";"737-800"
1317;"LH";"ALG";"FRA";"13:15:00";"15:55:00";"02:40:00";"Airbus";"A320"
1317;"SQ";"LAX";"FLL";"15:35:00";"23:30:00";"04:55:00";"Airbus";"A320"
1318;"CA";"CAN";"TSN";"11:55:00";"15:00:00";"03:05:00";"Boeing";"737-800"
1318;"LH";"FRA";"ALG";"21:55:00";"00:25:00";"02:30:00";"Airbus";"A319"
1321;"CA";"PEK";"CAN";"08:40:00";"11:55:00";"03:15:00";"Boeing";"777-300ER"
1322;"CA";"CAN";"PEK";"13:30:00";"16:35:00";"03:05:00";"Boeing";"777-300ER"
1323;"CA";"PEK";"ZUH";"14:15:00";"17:45:00";"03:30:00";"Boeing";"737-800"
1324;"CA";"ZUH";"PEK";"18:45:00";"22:00:00";"03:15:00";"Boeing";"737-800"
1324;"LX";"ZRH";"DME";"21:00:00";"02:20:00";"03:20:00";"Airbus";"A320"
1325;"CA";"PEK";"KMG";"17:35:00";"21:25:00";"03:50:00";"Airbus";"A319"
1325;"LX";"DME";"ZRH";"09:05:00";"10:50:00";"03:45:00";"Airbus";"A320"
1326;"CA";"KMG";"PEK";"22:35:00";"01:55:00";"03:20:00";"Airbus";"A319"
1326;"LH";"FRA";"TUN";"22:15:00";"00:30:00";"02:15:00";"Airbus";"A320"
1326;"LX";"ZRH";"DME";"12:20:00";"17:50:00";"03:30:00";"Airbus";"A320"
1327;"CA";"PEK";"CAN";"14:00:00";"17:15:00";"03:15:00";"Airbus";"A330-300"
1327;"LH";"TUN";"FRA";"02:55:00";"05:30:00";"02:35:00";"Airbus";"A320"
1327;"LX";"DME";"ZRH";"18:30:00";"20:10:00";"03:40:00";"Airbus";"A320"
1328;"CA";"CAN";"PEK";"18:35:00";"21:40:00";"03:05:00";"Airbus";"A330-300"
1328;"LH";"FRA";"AGA";"11:25:00";"15:20:00";"03:55:00";"Airbus";"A320"
1328;"SQ";"LAX";"JFK";"23:30:00";"07:57:00";"05:27:00";"Airbus";"A321"
1329;"CA";"PEK";"CAN";"21:00:00";"00:20:00";"03:20:00";"Airbus";"A330-300"
1329;"LH";"AGA";"FRA";"16:15:00";"20:10:00";"03:55:00";"Airbus";"A320"
1329;"SQ";"JFK";"LAX";"10:55:00";"14:38:00";"06:43:00";"Airbus";"A320"
1330;"CA";"CAN";"PEK";"10:30:00";"13:35:00";"03:05:00";"Airbus";"A330-300"
1331;"CA";"PEK";"CGO";"21:10:00";"23:05:00";"01:55:00";"Airbus";"A321"
1332;"CA";"CGO";"PEK";"09:45:00";"11:25:00";"01:40:00";"Airbus";"A321"
1332;"LH";"FRA";"RAK";"11:50:00";"15:30:00";"03:40:00";"Airbus";"A319"
1332;"SQ";"SFO";"LAS";"11:10:00";"12:48:00";"01:38:00";"Airbus";"A320"
1333;"LH";"RAK";"FRA";"16:15:00";"20:05:00";"03:50:00";"Airbus";"A319"
1333;"SQ";"SFO";"LAS";"07:00:00";"08:38:00";"01:38:00";"Airbus";"A319"
1334;"LH";"FRA";"BUD";"08:45:00";"10:15:00";"01:30:00";"Airbus";"A320"
1334;"SQ";"LAS";"SFO";"20:30:00";"22:09:00";"01:39:00";"Airbus";"A320"
1335;"CA";"PEK";"NNG";"07:35:00";"11:15:00";"03:40:00";"Airbus";"A321"
1335;"LH";"BUD";"FRA";"10:55:00";"12:40:00";"01:45:00";"Airbus";"A320"
1336;"CA";"NNG";"PEK";"12:05:00";"15:25:00";"03:20:00";"Airbus";"A321"
1336;"LX";"GVA";"DME";"08:45:00";"14:20:00";"03:35:00";"Bombardier";"CS300"
1336;"SQ";"SFO";"LAX";"06:00:00";"07:35:00";"01:35:00";"Airbus";"A320"
1337;"LX";"DME";"GVA";"15:05:00";"17:00:00";"03:55:00";"Bombardier";"CS300"
1337;"SQ";"SFO";"LAX";"12:00:00";"13:35:00";"01:35:00";"Airbus";"A318"
1338;"SQ";"SFO";"LAX";"11:00:00";"12:35:00";"01:35:00";"Airbus";"A320"
1339;"CA";"PEK";"CAN";"12:00:00";"15:15:00";"03:15:00";"Boeing";"777-300ER"
1339;"SQ";"LAX";"SFO";"08:30:00";"10:05:00";"01:35:00";"Airbus";"A320"
1340;"CA";"CAN";"PEK";"16:30:00";"19:35:00";"03:05:00";"Boeing";"777-300ER"
1340;"LH";"FRA";"BUD";"16:45:00";"18:15:00";"01:30:00";"Airbus";"A321"
1340;"SQ";"LAX";"SFO";"14:30:00";"16:05:00";"01:35:00";"Airbus";"A318"
1341;"LH";"BUD";"FRA";"19:00:00";"20:45:00";"01:45:00";"Airbus";"A321"
1341;"SQ";"SFO";"LAX";"22:00:00";"23:35:00";"01:35:00";"Airbus";"A318"
1342;"LH";"FRA";"BUD";"21:20:00";"22:50:00";"01:30:00";"Airbus";"A320"
1342;"LX";"ZRH";"WAW";"07:05:00";"09:00:00";"01:55:00";"Bombardier";"CS300"
1342;"SQ";"LAX";"SFO";"19:30:00";"21:05:00";"01:35:00";"Airbus";"A318"
1343;"CA";"PEK";"CSX";"07:10:00";"09:50:00";"02:40:00";"Airbus";"A321"
1343;"LH";"BUD";"FRA";"06:20:00";"08:05:00";"01:45:00";"Airbus";"A321"
1343;"LX";"WAW";"ZRH";"09:45:00";"11:50:00";"02:05:00";"Bombardier";"CS300"
1344;"CA";"CSX";"PEK";"11:10:00";"13:30:00";"02:20:00";"Airbus";"A321"
1344;"LH";"FRA";"BUD";"16:00:00";"17:30:00";"01:30:00";"Airbus";"A320"
1344;"SQ";"LAX";"SFO";"23:30:00";"01:05:00";"01:35:00";"Airbus";"A319"
1345;"CA";"PEK";"SYX";"14:45:00";"19:00:00";"04:15:00";"Airbus";"A321"
1345;"LH";"BUD";"FRA";"18:15:00";"20:00:00";"01:45:00";"Airbus";"A320"
1346;"CA";"SYX";"PEK";"20:20:00";"00:05:00";"03:45:00";"Airbus";"A321"
1346;"LH";"FRA";"WAW";"06:55:00";"08:30:00";"01:35:00";"Airbus";"A321"
1346;"SQ";"SAN";"SFO";"07:00:00";"08:44:00";"01:44:00";"Airbus";"A320"
1347;"CA";"PEK";"SWA";"10:20:00";"13:35:00";"03:15:00";"Airbus";"A321"
1347;"LH";"WAW";"FRA";"09:10:00";"10:55:00";"01:45:00";"Airbus";"A321"
1348;"CA";"SWA";"PEK";"15:05:00";"18:30:00";"03:25:00";"Airbus";"A321"
1348;"LH";"FRA";"WAW";"12:25:00";"14:00:00";"01:35:00";"Airbus";"A319"
1348;"LX";"ZRH";"WAW";"12:05:00";"13:55:00";"01:50:00";"Bombardier";"CS100"
1349;"CA";"PEK";"CSX";"19:25:00";"22:05:00";"02:40:00";"Airbus";"A321"
1349;"LH";"WAW";"FRA";"14:40:00";"16:25:00";"01:45:00";"Airbus";"A319"
1349;"LX";"WAW";"ZRH";"14:35:00";"16:35:00";"02:00:00";"Bombardier";"CS100"
1349;"SQ";"BOS";"SFO";"07:10:00";"11:14:00";"07:04:00";"Airbus";"A318"
1350;"CA";"CSX";"PEK";"08:25:00";"10:45:00";"02:20:00";"Airbus";"A321"
1350;"LH";"FRA";"WAW";"16:40:00";"18:15:00";"01:35:00";"Airbus";"A320"
1350;"SQ";"SFO";"BOS";"09:30:00";"18:08:00";"05:38:00";"Airbus";"A321"
1351;"CA";"PEK";"CAN";"07:40:00";"10:55:00";"03:15:00";"Boeing";"777-300ER"
1351;"LH";"WAW";"FRA";"19:00:00";"20:45:00";"01:45:00";"Airbus";"A320"
1352;"CA";"CAN";"PEK";"12:30:00";"15:35:00";"03:05:00";"Boeing";"777-300ER"
1352;"LH";"FRA";"WAW";"21:00:00";"22:35:00";"01:35:00";"Airbus";"A320"
1352;"LX";"ZRH";"WAW";"17:15:00";"19:10:00";"01:55:00";"Bombardier";"CS300"
1353;"CA";"PEK";"SYX";"06:30:00";"10:45:00";"04:15:00";"Airbus";"A330-300"
1353;"LH";"WAW";"FRA";"06:50:00";"08:40:00";"01:50:00";"Airbus";"A320"
1353;"LX";"WAW";"ZRH";"19:50:00";"21:50:00";"02:00:00";"Bombardier";"CS300"
1353;"SQ";"SFO";"HNL";"07:20:00";"11:05:00";"05:45:00";"Boeing";"737-900"
1354;"CA";"SYX";"PEK";"11:55:00";"15:45:00";"03:50:00";"Airbus";"A330-300"
1354;"SQ";"SFO";"ORD";"10:00:00";"16:20:00";"04:20:00";"Airbus";"A320"
1355;"CA";"PEK";"HAK";"13:55:00";"18:15:00";"04:20:00";"Boeing";"737-800"
1355;"SQ";"ORD";"SFO";"17:20:00";"20:28:00";"05:08:00";"Airbus";"A320"
1356;"CA";"HAK";"PEK";"19:35:00";"23:15:00";"03:40:00";"Boeing";"737-800"
1356;"LH";"FRA";"KTW";"12:10:00";"13:35:00";"01:25:00";"Embraer";"190"
1357;"LH";"KTW";"FRA";"14:20:00";"16:00:00";"01:40:00";"Embraer";"190"
1358;"UA";"ROW";"COS";"22:30:00";"23:45:00";"01:15:00";"Canadair";"(Bombardier)"
1359;"CA";"PEK";"DYG";"18:35:00";"21:15:00";"02:40:00";"Boeing";"737-800"
1359;"SQ";"LAS";"LAX";"08:15:00";"09:32:00";"01:17:00";"Airbus";"A320"
1359;"UA";"SLC";"ROW";"20:20:00";"22:20:00";"02:00:00";"Canadair";"(Bombardier)"
1360;"CA";"DYG";"PEK";"22:15:00";"00:40:00";"02:25:00";"Boeing";"737-800"
1360;"LH";"FRA";"KTW";"16:40:00";"18:05:00";"01:25:00";"Canadair";"(Bombardier)"
1360;"SQ";"HNL";"SFO";"17:25:00";"00:40:00";"05:15:00";"Boeing";"737-800"
1360;"UA";"COS";"ROW";"20:30:00";"21:45:00";"01:15:00";"Canadair";"(Bombardier)"
1361;"CA";"PEK";"HAK";"06:20:00";"10:25:00";"04:05:00";"Boeing";"737-800"
1361;"LH";"KTW";"FRA";"18:50:00";"20:30:00";"01:40:00";"Canadair";"(Bombardier)"
1361;"SQ";"LAS";"LAX";"12:35:00";"13:50:00";"01:15:00";"Airbus";"A320"
1362;"CA";"HAK";"PEK";"21:05:00";"00:45:00";"03:40:00";"Boeing";"737-800"
1362;"LH";"FRA";"KTW";"22:05:00";"23:30:00";"01:25:00";"Embraer";"190"
1362;"SQ";"LAX";"LAS";"14:55:00";"16:10:00";"01:15:00";"Airbus";"A319"
1363;"CA";"PEK";"CSX";"17:40:00";"20:20:00";"02:40:00";"Airbus";"A321"
1363;"LH";"KTW";"FRA";"06:15:00";"08:00:00";"01:45:00";"Embraer";"190"
1363;"SQ";"LAX";"SFO";"06:30:00";"07:59:00";"01:29:00";"Airbus";"A320"
1364;"CA";"CSX";"PEK";"21:35:00";"23:45:00";"02:10:00";"Airbus";"A321"
1364;"LH";"FRA";"KRK";"08:35:00";"10:05:00";"01:30:00";"Airbus";"A320"
1365;"CA";"PEK";"CAN";"16:00:00";"19:15:00";"03:15:00";"Boeing";"737-800"
1365;"LH";"KRK";"FRA";"10:40:00";"12:20:00";"01:40:00";"Airbus";"A320"
1365;"SQ";"LAS";"LAX";"18:35:00";"19:52:00";"01:17:00";"Airbus";"A320"
1366;"CA";"CAN";"PEK";"20:30:00";"23:35:00";"03:05:00";"Boeing";"737-800"
1366;"LH";"FRA";"KRK";"10:55:00";"12:25:00";"01:30:00";"Airbus";"A320"
1366;"UA";"LAX";"SFO";"06:45:00";"08:10:00";"01:25:00";"Embraer";"175"
1367;"LH";"KRK";"FRA";"13:05:00";"14:45:00";"01:40:00";"Airbus";"A320"
1367;"UA";"DEN";"COS";"07:45:00";"08:50:00";"01:05:00";"Canadair";"(Bombardier)"
1368;"LH";"FRA";"KRK";"16:10:00";"17:40:00";"01:30:00";"Airbus";"A319"
1368;"SQ";"SFO";"AUS";"13:45:00";"19:14:00";"03:29:00";"Airbus";"A318"
1368;"UA";"DEN";"COS";"07:00:00";"08:05:00";"01:05:00";"Canadair";"(Bombardier)"
1369;"CA";"PEK";"SYX";"07:30:00";"11:45:00";"04:15:00";"Boeing";"777-300ER"
1369;"LH";"KRK";"FRA";"18:15:00";"19:55:00";"01:40:00";"Airbus";"A319"
1369;"SQ";"DAL";"SFO";"18:10:00";"20:13:00";"04:03:00";"Embraer";"175"
1370;"CA";"SYX";"PEK";"12:55:00";"16:45:00";"03:50:00";"Boeing";"777-300ER"
1370;"LX";"ZRH";"KRK";"07:00:00";"08:40:00";"01:40:00";"Bombardier";"CS100"
1370;"SQ";"SFO";"DAL";"07:00:00";"12:32:00";"03:32:00";"Embraer";"175"
1371;"LH";"KRK";"FRA";"06:30:00";"08:10:00";"01:40:00";"Airbus";"A320"
1371;"LX";"KRK";"ZRH";"09:20:00";"11:05:00";"01:45:00";"Bombardier";"CS100"
1372;"SQ";"SFO";"DAL";"11:50:00";"17:22:00";"03:32:00";"Embraer";"175"
1373;"CA";"PEK";"CSX";"12:55:00";"15:30:00";"02:35:00";"Airbus";"A330-200"
1373;"SQ";"DAL";"LAX";"08:00:00";"09:46:00";"03:46:00";"Embraer";"175"
1374;"CA";"CSX";"PEK";"16:45:00";"19:15:00";"02:30:00";"Airbus";"A330-200"
1375;"SQ";"EWR";"LAX";"07:25:00";"11:00:00";"06:35:00";"Airbus";"A320"
1376;"SQ";"SFO";"PDX";"10:55:00";"12:39:00";"01:44:00";"Airbus";"A320"
1377;"CA";"PEK";"SYX";"12:30:00";"16:45:00";"04:15:00";"Airbus";"A330-300"
1377;"SQ";"DAL";"LAX";"17:25:00";"19:11:00";"03:46:00";"Embraer";"175"
1378;"CA";"SYX";"PEK";"18:00:00";"21:50:00";"03:50:00";"Airbus";"A330-300"
1378;"SQ";"LAX";"DAL";"07:15:00";"12:18:00";"03:03:00";"Embraer";"175"
1381;"CA";"HET";"CAN";"11:35:00";"14:50:00";"03:15:00";"Boeing";"737-800"
1382;"CA";"CAN";"HET";"07:35:00";"10:45:00";"03:10:00";"Boeing";"737-800"
1382;"LH";"FRA";"BZG";"12:30:00";"14:00:00";"01:30:00";"Canadair";"(Bombardier)"
1382;"SQ";"LAX";"DAL";"16:30:00";"21:33:00";"03:03:00";"Embraer";"175"
1383;"LH";"BZG";"FRA";"14:50:00";"16:20:00";"01:30:00";"Canadair";"(Bombardier)"
1386;"CA";"WDS";"PEK";"07:35:00";"09:45:00";"02:10:00";"Boeing";"737-800"
1387;"CA";"TSN";"CAN";"15:40:00";"18:55:00";"03:15:00";"Boeing";"737-800"
1388;"CA";"CAN";"TSN";"19:55:00";"23:00:00";"03:05:00";"Boeing";"737-800"
1388;"SQ";"LAX";"IAD";"22:20:00";"06:15:00";"04:55:00";"Airbus";"A320"
1389;"CA";"TSN";"SYX";"12:15:00";"16:10:00";"03:55:00";"Boeing";"737-800"
1390;"CA";"SYX";"TSN";"17:15:00";"21:10:00";"03:55:00";"Boeing";"737-800"
1391;"CA";"CGO";"WGN";"12:15:00";"14:10:00";"01:55:00";"Boeing";"737-800"
1392;"CA";"CGO";"PEK";"17:50:00";"19:30:00";"01:40:00";"Boeing";"737-800"
1392;"SQ";"SFO";"SEA";"10:00:00";"12:14:00";"02:14:00";"Airbus";"A320"
1393;"CA";"PEK";"HAK";"09:30:00";"13:35:00";"04:05:00";"Airbus";"A330-300"
1394;"CA";"HAK";"PEK";"14:45:00";"18:25:00";"03:40:00";"Airbus";"A330-300"
1394;"LH";"FRA";"PRG";"10:10:00";"11:10:00";"01:00:00";"Airbus";"A320"
1395;"CA";"TSN";"CAN";"17:25:00";"20:45:00";"03:20:00";"Boeing";"737-800"
1395;"LH";"PRG";"FRA";"11:55:00";"13:05:00";"01:10:00";"Airbus";"A320"
1395;"UA";"ORD";"OKC";"06:30:00";"08:45:00";"02:15:00";"Embraer";"175"
1396;"CA";"CAN";"TSN";"09:15:00";"12:10:00";"02:55:00";"Boeing";"737-800"
1396;"UA";"SFO";"MRY";"10:00:00";"10:35:00";"00:00:35";"Canadair";"(Bombardier)"
1399;"SQ";"PDX";"SFO";"19:22:00";"21:15:00";"01:53:00";"Boeing";"737-800"
1400;"LH";"FRA";"PRG";"16:45:00";"17:45:00";"01:00:00";"Airbus";"A320"
1400;"UA";"ORD";"DCA";"06:00:00";"08:46:00";"01:46:00";"Airbus";"A319"
1401;"CA";"TSN";"KMG";"15:30:00";"19:05:00";"03:35:00";"Boeing";"737-800"
1401;"LH";"PRG";"FRA";"18:30:00";"19:40:00";"01:10:00";"Airbus";"A320"
1402;"CA";"KMG";"TSN";"20:20:00";"23:30:00";"03:10:00";"Boeing";"737-800"
1402;"LH";"FRA";"PRG";"21:10:00";"22:10:00";"01:00:00";"Airbus";"A320"
1402;"SQ";"LAX";"LAS";"06:10:00";"07:25:00";"01:15:00";"Airbus";"A320"
1402;"UA";"IAH";"MEM";"16:20:00";"17:54:00";"01:34:00";"Boeing";"737-800"
1403;"CA";"PEK";"KMG";"06:25:00";"10:20:00";"03:55:00";"Airbus";"A330-300"
1403;"LH";"PRG";"FRA";"06:05:00";"07:15:00";"01:10:00";"Airbus";"A321"
1403;"SQ";"SAN";"SFO";"18:50:00";"20:33:00";"01:43:00";"Airbus";"A320"
1403;"UA";"IAH";"ORD";"10:08:00";"12:47:00";"02:39:00";"Boeing";"737-800"
1404;"CA";"KMG";"PEK";"11:40:00";"14:45:00";"03:05:00";"Airbus";"A330-300"
1405;"CA";"PEK";"CTU";"07:45:00";"10:45:00";"03:00:00";"Boeing";"777-300ER"
1405;"UA";"BZE";"IAH";"13:14:00";"15:52:00";"02:38:00";"Boeing";"737-900"
1406;"CA";"CTU";"PEK";"12:00:00";"14:35:00";"02:35:00";"Boeing";"777-300ER"
1406;"LH";"FRA";"BEG";"10:55:00";"12:40:00";"01:45:00";"Airbus";"A319"
1406;"UA";"SFO";"LAS";"08:55:00";"10:22:00";"01:27:00";"Airbus";"A319"
1407;"CA";"PEK";"CTU";"16:00:00";"19:10:00";"03:10:00";"Boeing";"777-300ER"
1407;"LH";"BEG";"FRA";"13:25:00";"15:25:00";"02:00:00";"Airbus";"A319"
1408;"CA";"CTU";"PEK";"20:40:00";"23:15:00";"02:35:00";"Boeing";"777-300ER"
1408;"UA";"IAH";"BZE";"09:45:00";"12:14:00";"02:29:00";"Boeing";"737-900"
1409;"CA";"PEK";"CKG";"15:55:00";"19:05:00";"03:10:00";"Boeing";"737-800"
1409;"UA";"DEN";"LAX";"22:30:00";"23:55:00";"02:25:00";"Boeing";"757-300"
1410;"CA";"CKG";"PEK";"20:15:00";"22:55:00";"02:40:00";"Boeing";"737-800"
1410;"LH";"FRA";"BEG";"21:50:00";"23:35:00";"01:45:00";"Airbus";"A320"
1410;"SQ";"SFO";"JFK";"23:10:00";"07:43:00";"05:33:00";"Airbus";"A320"
1410;"UA";"SAV";"ORD";"12:45:00";"14:05:00";"02:20:00";"Boeing";"737-700"
1411;"CA";"PEK";"CKG";"14:50:00";"17:55:00";"03:05:00";"Boeing";"737-800"
1411;"LH";"BEG";"FRA";"06:50:00";"09:00:00";"02:10:00";"Airbus";"A320"
1411;"SQ";"LAS";"SFO";"18:55:00";"20:34:00";"01:39:00";"Airbus";"A320"
1412;"CA";"CKG";"PEK";"19:15:00";"22:00:00";"02:45:00";"Boeing";"737-800"
